checked_on,source_url,http_status,final_url
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000462:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000462:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000463:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000463:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000464:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000464:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000468:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000468:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000469:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000469:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000483:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19721973:0000483:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:1972:0000200:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:1972:0000200:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19731974:0000729:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19731974:0000729:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19731974:0000755:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19731974:0000755:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000621:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000621:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000644:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000644:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000666:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19741975:0000666:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000604:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000604:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000606:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000606:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000674:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000674:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000683:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000683:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000706:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19751976:0000706:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000542:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000542:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000555:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000555:pdf
