"speech_id","speaker_bio_name","speaker_bio_url","speaker_bio_source","speaker_bio_status","speaker_bio_sex","speaker_bio_birth","speaker_bio_death","speaker_bio_parties","speaker_bio_parliament_start","speaker_bio_parliament_end","speaker_bio_gov_positions","speaker_bio_gov_period"
"nl.proc.sgd.d.199219930000844.3.2.93","Elske ter Veld","https://en.wikipedia.org/wiki/Elske_ter_Veld","legislatoR_precomputed","matched","female",1944-08-01,2017-05-14,"pvda",NA,NA,"",""
"nl.proc.sgd.d.199219930000844.3.2.95","Elske ter Veld","https://en.wikipedia.org/wiki/Elske_ter_Veld","legislatoR_precomputed","matched","female",1944-08-01,2017-05-14,"pvda",NA,NA,"",""
"nl.proc.sgd.d.199219930000844.3.2.96","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.sgd.d.199219930000913.2.3.1","Jan Dirk Blaauw","https://en.wikipedia.org/wiki/Jan_Dirk_Blaauw","legislatoR_precomputed","matched","male",1941-04-27,2020-02-24,"vvd",NA,NA,"",""
"nl.proc.sgd.d.199219930000913.2.8.1","Jan Dirk Blaauw","https://en.wikipedia.org/wiki/Jan_Dirk_Blaauw","legislatoR_precomputed","matched","male",1941-04-27,2020-02-24,"vvd",NA,NA,"",""
"nl.proc.sgd.d.199219930000854.3.3.18","Jan te Veldhuis","https://en.wikipedia.org/wiki/Jan_te_Veldhuis","legislatoR_precomputed","matched","male",1947-03-14,NA,"vvd",NA,NA,"",""
"nl.proc.sgd.d.199219930000858.11.2.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.sgd.d.199319940001089.6.3.2","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.sgd.d.199319940001089.6.4.7","Servaes Huys","https://en.wikipedia.org/wiki/Servaes_Huys","legislatoR_precomputed","matched","male",1940-03-26,2016-11-22,"pvda",NA,NA,"",""
"nl.proc.sgd.d.199319940001090.4.2.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.sgd.d.199319940001092.7.6.1","Ad Melkert","https://en.wikipedia.org/wiki/Ad_Melkert","legislatoR_precomputed","matched","male",1956-02-12,NA,"pvda",NA,NA,"",""
"nl.proc.sgd.d.199319940001192.2.7.1","Gert Schutte","https://en.wikipedia.org/wiki/Gert_Schutte","legislatoR_precomputed","matched","male",1939-05-24,2022-01-25,"gpv",NA,NA,"",""
"nl.proc.sgd.d.199419950000325.4.2.1","Hella Voûte-Droste","https://en.wikipedia.org/wiki/Hella_Vo%C3%BBte-Droste","legislatoR_precomputed","matched","female",1943-07-05,NA,"vvd",NA,NA,"",""
"nl.proc.sgd.d.199419950000325.4.4.1","Marijn de Koning","https://en.wikipedia.org/wiki/Marijn_de_Koning","legislatoR_precomputed","matched","female",1943-03-25,2021-11-30,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-19941995-49-3158-3177.1.7.8","Hans Janmaat","https://en.wikipedia.org/wiki/Hans_Janmaat","legislatoR_precomputed","matched","male",1934-11-03,2002-06-09,"centrumpartij | centrumdemocraten | centrum democraten",NA,NA,"",""
"nl.proc.ob.d.h-tk-19941995-57-3517-3546.1.13.8","Machteld Versnel-Schmitz","https://en.wikipedia.org/wiki/Machteld_Versnel-Schmitz","legislatoR_precomputed","matched","female",1940-09-08,2019-07-29,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-19951996-23-1560-1620.1.9.26","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19951996-26-1833-1847.1.8.1","Gert Schutte","https://en.wikipedia.org/wiki/Gert_Schutte","legislatoR_precomputed","matched","male",1939-05-24,2022-01-25,"gpv",NA,NA,"",""
"nl.proc.ob.d.h-tk-19951996-63-4397-4429.1.12.1","Mohamed Rabbae","https://en.wikipedia.org/wiki/Mohamed_Rabbae","legislatoR_precomputed","matched","male",1941-03-08,2022-05-17,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-19951996-75-5116-5133.1.8.1","Dick Stellingwerf","https://en.wikipedia.org/wiki/Dick_Stellingwerf","legislatoR_precomputed","matched","male",1953-05-23,NA,"rpf",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-637-661.1.6.18","Eimert van Middelkoop","https://en.wikipedia.org/wiki/Eimert_van_Middelkoop","legislatoR_precomputed","matched","male",1949-02-14,NA,"gpv",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-1045-1069.1.6.17","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-4846-4860.1.9.5","Gert Schutte","https://en.wikipedia.org/wiki/Gert_Schutte","legislatoR_precomputed","matched","male",1939-05-24,2022-01-25,"gpv",NA,NA,"",""
"nl.proc.ob.d.h-tk-19971998-341-361.1.7.13","Marijn de Koning","https://en.wikipedia.org/wiki/Marijn_de_Koning","legislatoR_precomputed","matched","female",1943-03-25,2021-11-30,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-19971998-474-487.1.6.1","Leoni Sipkes","https://en.wikipedia.org/wiki/Leoni_Sipkes","legislatoR_precomputed","matched","female",1949-04-02,NA,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-19971998-474-487.1.7.3","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-1754-1801.1.12.3","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-1824-1893.1.7.8","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-1824-1893.1.9.22","Aad Nuis","https://en.wikipedia.org/wiki/Aad_Nuis","legislatoR_precomputed","matched","male",1933-07-18,2007-11-08,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-19961997-1824-1893.1.9.24","Aad Nuis","https://en.wikipedia.org/wiki/Aad_Nuis","legislatoR_precomputed","matched","male",1933-07-18,2007-11-08,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-264-284.1.5.15","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-613-642.1.10.34","Remi Poppe","https://en.wikipedia.org/wiki/Remi_Poppe","legislatoR_precomputed","matched","male",1938-07-19,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-1231-1245.1.8.3","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2152-2171.1.8.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2283-2322.1.7.31","Enric Hessing","https://en.wikipedia.org/wiki/Enric_Hessing","legislatoR_precomputed","matched","male",1947-12-17,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2283-2322.1.7.36","Eimert van Middelkoop","https://en.wikipedia.org/wiki/Eimert_van_Middelkoop","legislatoR_precomputed","matched","male",1949-02-14,NA,"gpv",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2283-2322.1.7.43","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2283-2322.1.9.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2375-2426.1.13.9","Enric Hessing","https://en.wikipedia.org/wiki/Enric_Hessing","legislatoR_precomputed","matched","male",1947-12-17,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-2375-2426.1.6.57","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-5249-5292.1.10.14","Ferd Crone","https://en.wikipedia.org/wiki/Ferd_Crone","legislatoR_precomputed","matched","male",1954-07-19,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-19981999-5249-5292.1.6.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-6-79.1.9.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-109-154.1.11.4","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-109-154.1.17.2","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-109-154.1.20.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-384-423.1.7.1","Ferd Crone","https://en.wikipedia.org/wiki/Ferd_Crone","legislatoR_precomputed","matched","male",1954-07-19,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-702-747.1.12.2","Remi Poppe","https://en.wikipedia.org/wiki/Remi_Poppe","legislatoR_precomputed","matched","male",1938-07-19,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-806-841.1.6.3","Henk Gortzak","https://en.wikipedia.org/wiki/Henk_Gortzak","legislatoR_precomputed","matched","male",1908-04-25,1989-03-31,"cpn",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-1311-1363.1.8.224","Tineke Netelenbos","https://en.wikipedia.org/wiki/Tineke_Netelenbos","legislatoR_precomputed","matched","female",1944-02-15,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-19992000-5683-5704.1.11.29","Ferd Crone","https://en.wikipedia.org/wiki/Ferd_Crone","legislatoR_precomputed","matched","male",1954-07-19,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20002001-338-357.1.9.1","Eimert van Middelkoop","https://en.wikipedia.org/wiki/Eimert_van_Middelkoop","legislatoR_precomputed","matched","male",1949-02-14,NA,"gpv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20002001-387-430.1.9.53","Cas van Beek","https://en.wikipedia.org/wiki/Cas_van_Beek","legislatoR_precomputed","matched","male",1914-04-14,1986-08-26,"kvp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20002001-3596-3628.1.6.1","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20022003-1208-1227.1.8.5","Adri Duivesteijn","https://en.wikipedia.org/wiki/Adri_Duivesteijn","legislatoR_precomputed","matched","male",1950-08-27,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20022003-3275-3313.1.8.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20022003-3815-3859.1.7.95","Johannes Hendricus Donner","https://en.wikipedia.org/wiki/Johannes_Hendricus_Donner","legislatoR_precomputed","matched","male",1824-10-18,1903-08-31,"antirevolutionairen | arp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20032004-2805-2831.1.10.5","Mat Herben","https://en.wikipedia.org/wiki/Mat_Herben","legislatoR_precomputed","matched","male",1952-07-15,NA,"lpf",NA,NA,"",""
"nl.proc.ob.d.h-tk-20032004-5282-5297.1.13.19","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20032004-6288-6306.1.6.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20042005-3231-3261.1.7.1","Boris van der Ham","https://en.wikipedia.org/wiki/Boris_van_der_Ham","legislatoR_precomputed","matched","male",1973-08-29,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20042005-4665-4688.1.7.27","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20042005-5975-5992.1.6.1","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-32-67.1.10.3","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-32-67.1.5.139","Jan van Aartsen","https://en.wikipedia.org/wiki/Jan_van_Aartsen","legislatoR_precomputed","matched","male",1909-09-15,1992-02-03,"arp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-399-426.1.8.2","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-399-426.1.8.4","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-636-662.1.12.56","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1409-1427.1.8.43","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1482-1506.1.8.70","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1507-1516.1.10.11","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1507-1516.1.14.2","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1507-1516.1.14.3","Mat Herben","https://en.wikipedia.org/wiki/Mat_Herben","legislatoR_precomputed","matched","male",1952-07-15,NA,"lpf",NA,NA,"",""
"nl.proc.ob.d.h-tk-20052006-1507-1516.1.14.5","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-233-268.1.6.14","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-272-294.1.8.76","Femke Halsema","https://en.wikipedia.org/wiki/Femke_Halsema","legislatoR_precomputed","matched","female",1966-04-25,NA,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-294-351.1.14.1","Bas van der Vlies","https://en.wikipedia.org/wiki/Bas_van_der_Vlies","legislatoR_precomputed","matched","male",1942-06-29,2021-11-07,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-294-351.1.17.6","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-294-351.1.8.13","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-294-351.1.9.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-294-351.1.9.2","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-835-851.1.9.13","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-897-919.1.10.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-942-969.1.11.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-942-969.1.6.69","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-1002-1048.1.10.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-973-1000.1.12.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-973-1000.1.17.3","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-2317-2328.1.9.4","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-2369-2373.1.5.7","Antoon Veerman","https://en.wikipedia.org/wiki/Antoon_Veerman","legislatoR_precomputed","matched","male",1916-10-11,1993-12-19,"arp | cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-2634-2731.1.5.3","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-3493-3511.1.10.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-4736-4783.1.7.1","Han ten Broeke","https://en.wikipedia.org/wiki/Han_ten_Broeke","legislatoR_precomputed","matched","male",1969-03-02,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20062007-5260-5319.1.4.55","Geert Wilders","https://en.wikipedia.org/wiki/Geert_Wilders","legislatoR_precomputed","matched","male",1963-09-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20072008-2953-2979.1.6.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20072008-3146-3159.1.8.11","Remi Poppe","https://en.wikipedia.org/wiki/Remi_Poppe","legislatoR_precomputed","matched","male",1938-07-19,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20072008-3328-3383.1.10.19","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20072008-3328-3383.1.11.54","Fleur Agema","https://en.wikipedia.org/wiki/Fleur_Agema","legislatoR_precomputed","matched","female",1976-09-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20072008-6115-6150.1.6.78","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-483-512.1.9.1","Fatma Koşer Kaya","https://en.wikipedia.org/wiki/Fatma_Ko%C5%9Fer_Kaya","legislatoR_precomputed","matched","female",1968-02-20,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-933-959.1.10.1","Dion Graus","https://en.wikipedia.org/wiki/Dion_Graus","legislatoR_precomputed","matched","male",1967-03-19,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-2498-2507.1.7.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-6487-6508.1.12.1","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-6487-6508.1.13.60","Remi Poppe","https://en.wikipedia.org/wiki/Remi_Poppe","legislatoR_precomputed","matched","male",1938-07-19,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20082009-6633-6636.1.5.8","Raymond de Roon","https://en.wikipedia.org/wiki/Raymond_de_Roon","legislatoR_precomputed","matched","male",1952-09-01,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20092010-22-1865.1.12.49","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20092010-25-2283.1.6.1","Han ten Broeke","https://en.wikipedia.org/wiki/Han_ten_Broeke","legislatoR_precomputed","matched","male",1969-03-02,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20092010-28-2553.1.14.1","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-14-2.1.13.24","Geert Wilders","https://en.wikipedia.org/wiki/Geert_Wilders","legislatoR_precomputed","matched","male",1963-09-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-14-2.1.7.710","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.10.1","Hanke Bruins Slot","https://en.wikipedia.org/wiki/Hanke_Bruins_Slot","legislatoR_precomputed","matched","female",1977-10-20,NA,"cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.10.18","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.10.20","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.10.5","Hanke Bruins Slot","https://en.wikipedia.org/wiki/Hanke_Bruins_Slot","legislatoR_precomputed","matched","female",1977-10-20,NA,"cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.12.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-31-42.1.13.1","Rik Grashoff","https://en.wikipedia.org/wiki/Rik_Grashoff","legislatoR_precomputed","matched","male",1961-04-05,NA,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-34-56.1.15.5","Alexander Pechtold","https://en.wikipedia.org/wiki/Alexander_Pechtold","legislatoR_precomputed","matched","male",1965-12-16,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-35-83.1.9.4","Harry van Bommel","https://en.wikipedia.org/wiki/Harry_van_Bommel","legislatoR_precomputed","matched","male",1962-06-24,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-90-3.1.11.1","Marcel van Dam","https://en.wikipedia.org/wiki/Marcel_van_Dam","legislatoR_precomputed","matched","male",1938-01-30,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20102011-105-15.1.5.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-6-4.1.4.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-29-21.1.11.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-29-21.1.11.24","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-29-21.1.9.1","Raymond Knops","https://en.wikipedia.org/wiki/Raymond_Knops","legislatoR_precomputed","matched","male",1971-11-10,NA,"cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-43-9.1.7.5","Jesse Klaver","https://en.wikipedia.org/wiki/Jesse_Klaver","legislatoR_precomputed","matched","male",1986-05-01,NA,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-20112012-52-9.1.12.1","Pieter Sjoerds Gerbrandy","https://en.wikipedia.org/wiki/Pieter_Sjoerds_Gerbrandy","legislatoR_precomputed","matched","male",1885-04-13,1961-09-07,"arp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-10-22.1.178.1","Alexander Pechtold","https://en.wikipedia.org/wiki/Alexander_Pechtold","legislatoR_precomputed","matched","male",1965-12-16,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-10-22.1.66.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-24-17.1.65.1","Jeanine Hennis-Plasschaert","https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert","legislatoR_precomputed","matched","female",1973-04-07,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-29-3.1.26.1","Anne Mulder","https://en.wikipedia.org/wiki/Anne_Mulder","legislatoR_precomputed","matched","male",1969-12-14,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-52-5.1.1.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-60-3.1.97.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-66-19.1.47.1","Harm Beertema","https://en.wikipedia.org/wiki/Harm_Beertema","legislatoR_precomputed","matched","male",1952-03-09,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.14.1","Roelof Bisschop","https://en.wikipedia.org/wiki/Roelof_Bisschop","legislatoR_precomputed","matched","male",1956-11-30,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.285.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.3.1","Alexander Pechtold","https://en.wikipedia.org/wiki/Alexander_Pechtold","legislatoR_precomputed","matched","male",1965-12-16,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.32.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.36.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20142015-90-21.1.80.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-2-7.1.504.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-7-28.1.40.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-17-9.1.88.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-23-3.1.219.1","Roelof Bisschop","https://en.wikipedia.org/wiki/Roelof_Bisschop","legislatoR_precomputed","matched","male",1956-11-30,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-23-3.1.221.1","Roelof Bisschop","https://en.wikipedia.org/wiki/Roelof_Bisschop","legislatoR_precomputed","matched","male",1956-11-30,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-24-6.1.22.1","Jeanine Hennis-Plasschaert","https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert","legislatoR_precomputed","matched","female",1973-04-07,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-29-7.1.123.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-35-15.1.29.1","Fleur Agema","https://en.wikipedia.org/wiki/Fleur_Agema","legislatoR_precomputed","matched","female",1976-09-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-36-9.1.70.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-77-9.1.28.1","Dion Graus","https://en.wikipedia.org/wiki/Dion_Graus","legislatoR_precomputed","matched","male",1967-03-19,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-86-28.1.151.1","Jeanine Hennis-Plasschaert","https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert","legislatoR_precomputed","matched","female",1973-04-07,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-86-28.1.162.1","Jeanine Hennis-Plasschaert","https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert","legislatoR_precomputed","matched","female",1973-04-07,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-98-34.1.102.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20152016-111-10.1.81.1","Harm Beertema","https://en.wikipedia.org/wiki/Harm_Beertema","legislatoR_precomputed","matched","male",1952-03-09,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20162017-6-9.1.2.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20162017-22-21.1.63.1","Pieter Omtzigt","https://en.wikipedia.org/wiki/Pieter_Omtzigt","legislatoR_precomputed","matched","male",1974-01-08,NA,"cda | lid omtzigt",NA,NA,"",""
