"speech_id","speaker_bio_name","speaker_bio_url","speaker_bio_source","speaker_bio_status","speaker_bio_sex","speaker_bio_birth","speaker_bio_death","speaker_bio_parties","speaker_bio_parliament_start","speaker_bio_parliament_end","speaker_bio_gov_positions","speaker_bio_gov_period"
"nl.proc.ob.d.h-tk-20162017-30-13.1.226.1","Henk van Gerven","https://en.wikipedia.org/wiki/Henk_van_Gerven","legislatoR_precomputed","matched","male",1955-03-11,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20162017-54-6.1.43.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20162017-97-6.1.115.1","Jeanine Hennis-Plasschaert","https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert","legislatoR_precomputed","matched","female",1973-04-07,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-18-9.1.34.1","Tunahan Kuzu","https://en.wikipedia.org/wiki/Tunahan_Kuzu","legislatoR_precomputed","matched","male",1981-06-05,NA,"denk",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-18-9.1.43.1","Roelof Bisschop","https://en.wikipedia.org/wiki/Roelof_Bisschop","legislatoR_precomputed","matched","male",1956-11-30,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-34-13.1.10.1","Jan Paternotte","https://en.wikipedia.org/wiki/Jan_Paternotte","legislatoR_precomputed","matched","male",1984-02-26,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-34-13.1.9.1","Dion Graus","https://en.wikipedia.org/wiki/Dion_Graus","legislatoR_precomputed","matched","male",1967-03-19,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-36-20.1.3.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-42-32.1.2.1","Foort van Oosten","https://en.wikipedia.org/wiki/Foort_van_Oosten","legislatoR_precomputed","matched","male",1977-06-25,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-56-22.1.7.1","Jaco Geurts","https://en.wikipedia.org/wiki/Jaco_Geurts","legislatoR_precomputed","matched","male",1970-07-11,NA,"cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-57-32.1.3.1","Han ten Broeke","https://en.wikipedia.org/wiki/Han_ten_Broeke","legislatoR_precomputed","matched","male",1969-03-02,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-84-3.1.76.1","Evert-Jan Slootweg","https://en.wikipedia.org/wiki/Evert_Jan_Slootweg","legislatoR_precomputed","matched","male",1969-05-18,NA,"cda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-93-4.1.71.1","Lodewijk Asscher","https://en.wikipedia.org/wiki/Lodewijk_Asscher","legislatoR_precomputed","matched","male",1974-09-27,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-93-4.1.81.1","Esther Ouwehand","https://en.wikipedia.org/wiki/Esther_Ouwehand","legislatoR_precomputed","matched","female",1976-06-10,NA,"partij voor de dieren | pvdd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-96-8.1.76.1","Ronald van Raak","https://en.wikipedia.org/wiki/Ronald_van_Raak","legislatoR_precomputed","matched","male",1969-10-30,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20172018-107-21.1.28.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-11-2.1.172.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-11-2.1.39.1","Ronald van Raak","https://en.wikipedia.org/wiki/Ronald_van_Raak","legislatoR_precomputed","matched","male",1969-10-30,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-11-2.1.40.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-11-2.1.41.1","Ronald van Raak","https://en.wikipedia.org/wiki/Ronald_van_Raak","legislatoR_precomputed","matched","male",1969-10-30,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-69-26.1.93.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-69-26.1.97.1","Frank Futselaar","https://en.wikipedia.org/wiki/Frank_Futselaar_%28politicus%29","legislatoR_precomputed","matched","male",1979-07-26,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-99-7.1.22.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20182019-104-8.1.25.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-2-5.1.466.1","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-3-6.1.398.1","Klaas Dijkhoff","https://en.wikipedia.org/wiki/Klaas_Dijkhoff","legislatoR_precomputed","matched","male",1981-01-13,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-3-6.1.588.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-8-3.1.73.1","Aukje de Vries","https://en.wikipedia.org/wiki/Aukje_de_Vries","legislatoR_precomputed","matched","female",1964-10-21,NA,"vvd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-20-3.1.274.1","Niels van den Berge","https://en.wikipedia.org/wiki/Niels_van_den_Berge","legislatoR_precomputed","matched","male",1984-12-28,NA,"groenlinks",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-29-9.1.167.1","Tunahan Kuzu","https://en.wikipedia.org/wiki/Tunahan_Kuzu","legislatoR_precomputed","matched","male",1981-06-05,NA,"denk",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-57-4.1.59.1","Kees van der Staaij","https://en.wikipedia.org/wiki/Kees_van_der_Staaij","legislatoR_precomputed","matched","male",1968-09-12,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20192020-99-7.1.245.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-11-8.1.3.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-11-8.1.31.1","Roelof Bisschop","https://en.wikipedia.org/wiki/Roelof_Bisschop","legislatoR_precomputed","matched","male",1956-11-30,NA,"sgp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-16-45.1.3.1","Roy van Aalst","https://en.wikipedia.org/wiki/Roy_van_Aalst","legislatoR_precomputed","matched","male",1983-03-28,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-77-8.1.145.1","Simone Kerseboom","https://en.wikipedia.org/wiki/Simone_Kerseboom","legislatoR_precomputed","matched","female",1984-01-01,NA,"forum voor democratie",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-99-51.1.20.1","Stephan van Baarle","https://en.wikipedia.org/wiki/Stephan_van_Baarle","legislatoR_precomputed","matched","male",1991-08-25,NA,"denk",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-99-51.1.3.1","Salima Belhaj","https://en.wikipedia.org/wiki/Salima_Belhaj","legislatoR_precomputed","matched","female",1978-10-18,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20202021-103-7.1.109.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-2-2.1.80.1","Geert Wilders","https://en.wikipedia.org/wiki/Geert_Wilders","legislatoR_precomputed","matched","male",1963-09-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-3-5.1.416.1","Rob Jetten","https://en.wikipedia.org/wiki/Rob_Jetten","legislatoR_precomputed","matched","male",1987-03-25,NA,"d66",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-8-8.1.37.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-14-3.1.7.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-26-6.1.193.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-38-6.1.124.1","Geert Wilders","https://en.wikipedia.org/wiki/Geert_Wilders","legislatoR_precomputed","matched","male",1963-09-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20212022-50-21.1.180.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-2-2.1.72.1","Geert Wilders","https://en.wikipedia.org/wiki/Geert_Wilders","legislatoR_precomputed","matched","male",1963-09-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-2-5.1.559.1","Nilüfer Gündoğan","https://en.wikipedia.org/wiki/Nil%C3%BCfer_G%C3%BCndo%C4%9Fan","legislatoR_precomputed","matched","female",1977-06-06,NA,"volt | lid g ndo an",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-3-7.1.446.1","Gert-Jan Segers","https://en.wikipedia.org/wiki/Gert-Jan_Segers","legislatoR_precomputed","matched","male",1969-07-09,NA,"christenunie",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-27-3.1.187.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-29-8.1.236.1","Thierry Baudet","https://en.wikipedia.org/wiki/Thierry_Baudet","legislatoR_precomputed","matched","male",1983-01-28,NA,"forum voor democratie",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-42-4.1.49.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-44-5.1.104.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-44-5.1.113.1","Christine Teunissen","https://en.wikipedia.org/wiki/Christine_Teunissen","legislatoR_precomputed","matched","female",1985-09-06,NA,"partij voor de dieren | pvdd",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-44-5.1.34.1","Renske Leijten","https://en.wikipedia.org/wiki/Renske_Leijten","legislatoR_precomputed","matched","female",1979-03-17,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-44-5.1.4.1","Kati Piri","https://en.wikipedia.org/wiki/Kati_Piri","legislatoR_precomputed","matched","female",1979-04-08,NA,"pvda",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-44-9.1.25.1","Joost Eerdmans","https://en.wikipedia.org/wiki/Joost_Eerdmans","legislatoR_precomputed","matched","male",1971-01-09,NA,"lpf | ja21",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-47-9.1.3.1","Martin Bosma","https://en.wikipedia.org/wiki/Martin_Bosma","legislatoR_precomputed","matched","male",1964-07-16,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-48-4.1.33.1","Olaf Ephraim","https://en.wikipedia.org/wiki/Olaf_Ephraim","legislatoR_precomputed","matched","male",1965-01-01,NA,"forum voor democratie | groep van haga",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-93-3.1.106.1","Tunahan Kuzu","https://en.wikipedia.org/wiki/Tunahan_Kuzu","legislatoR_precomputed","matched","male",1981-06-05,NA,"denk",NA,NA,"",""
"nl.proc.ob.d.h-tk-20222023-93-6.1.208.1","Tunahan Kuzu","https://en.wikipedia.org/wiki/Tunahan_Kuzu","legislatoR_precomputed","matched","male",1981-06-05,NA,"denk",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-14-18.1.6.1","Sandra Beckerman","https://en.wikipedia.org/wiki/Sandra_Beckerman","legislatoR_precomputed","matched","female",1983-03-31,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-38-20.1.5.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-51-12.1.162.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-51-4.1.34.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-76-6.1.2.1","","","","no_match","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-82-33.1.57.1","","","","ambiguous","",NA,NA,"",NA,NA,"",""
"nl.proc.ob.d.h-tk-20232024-82-33.1.74.1","Barry Madlener","https://en.wikipedia.org/wiki/Barry_Madlener","legislatoR_precomputed","matched","male",1969-01-06,NA,"pvv",NA,NA,"",""
"nl.proc.ob.d.h-tk-20242025-31-27.1.25.1","Sandra Beckerman","https://en.wikipedia.org/wiki/Sandra_Beckerman","legislatoR_precomputed","matched","female",1983-03-31,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20242025-31-27.1.26.1","Sandra Beckerman","https://en.wikipedia.org/wiki/Sandra_Beckerman","legislatoR_precomputed","matched","female",1983-03-31,NA,"sp",NA,NA,"",""
"nl.proc.ob.d.h-tk-20242025-31-29.1.94.1","","","","no_match","",NA,NA,"",NA,NA,"",""
